"id","museum_code","specimen_id","specimen_id_original","genus","species","subspecies","locus","found_title"
"AFMTDNA1100","MNRJ","79","MNRJ79","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher MNRJ_79 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1102","MNRJ","254","MNRJ254","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher MNRJ_254 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1103","MNRJ","255","MNRJ255","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher MNRJ_255 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1104","MNRJ","256","MNRJ256","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher MNRJ_256 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1105","MNRJ","257","MNRJ257","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher MNRJ_257 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1106","MNRJ","290","MNRJ290","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher MNRJ_290 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1107","MNRJ","292","MNRJ292","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher MNRJ_292 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1108","LGEMA","14527","LGEMA14527","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14527 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1109","LGEMA","14530","LGEMA14530","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14530 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1110","LGEMA","14537","LGEMA14537","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14537 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1111","LGEMA","14545","LGEMA14545","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14545 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1112","LGEMA","14580","LGEMA14580","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14580 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1113","LGEMA","14587","LGEMA14587","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14587 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1114","LGEMA","14589","LGEMA14589","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14589 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1116","LGEMA","14612","LGEMA14612","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14612 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1117","LGEMA","14651","LGEMA14651","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14651 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1118","LGEMA","14655","LGEMA14655","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14655 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1119","LGEMA","14688","LGEMA14688","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14688 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1120","LGEMA","14689","LGEMA14689","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_14689 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1122","LGEMA","15751","LGEMA15751","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15751 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1123","LGEMA","15752","LGEMA15752","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15752 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1129","ZMUC","144765","ZMUC144765","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher ZMUC_144765 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1130","LGEMA","15394","LGEMA15394","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15394 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1131","LGEMA","15395","LGEMA15395","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15395 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1132","LGEMA","15397","LGEMA15397","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15397 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1133","LGEMA","15449","LGEMA15449","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15449 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1134","LGEMA","15467","LGEMA15467","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15467 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1135","LGEMA","15469","LGEMA15469","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15469 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1136","LGEMA","15489","LGEMA15489","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15489 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1137","LGEMA","15494","LGEMA15494","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15494 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1138","LGEMA","15400","LGEMA15400","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15400 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1139","LGEMA","15404","LGEMA15404","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15404 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1140","LGEMA","15405","LGEMA15405","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15405 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1142","LGEMA","15439","LGEMA15439","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15439 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1143","LGEMA","15440","LGEMA15440","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15440 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1144","LGEMA","13527","LGEMA13527","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_13527 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1145","LGEMA","13528","LGEMA13528","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_13528 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1146","LGEMA","13529","LGEMA13529","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_13529 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1148","LGEMA","13531","LGEMA13531","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_13531 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1149","LGEMA","15366","LGEMA15366","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15366 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1150","LGEMA","15372","LGEMA15372","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15372 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1151","LGEMA","15377","LGEMA15377","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15377 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1152","LGEMA","15381","LGEMA15381","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15381 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1153","LGEMA","15388","LGEMA15388","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15388 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1154","LGEMA","15389","LGEMA15389","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15389 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1155","LGEMA","15393","LGEMA15393","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15393 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1157","LGEMA","13538","LGEMA13538","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_13538 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1158","LGEMA","13541","LGEMA13541","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_13541 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1161","LGEMA","15417","LGEMA15417","Synallaxis","ruficapilla",NA,"cytb","Synallaxis ruficapilla voucher LGEMA_15417 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1163","UFMG","B1090","UFMGB1090","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher UFMG_B1090 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1165","LGEMA","13718","LGEMA13718","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher LGEMA_13718 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1168","LGEMA","13762","LGEMA13762","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher LGEMA_13762 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1171","LGEMA","13765","LGEMA13765","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher LGEMA_13765 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1172","LGEMA","13766","LGEMA13766","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher LGEMA_13766 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1173","LGEMA","13767","LGEMA13767","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher LGEMA_13767 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1174","LGEMA","14956","LGEMA14956","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher LGEMA_14956 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1175","MZUFBA","1191","MZUFBA1191","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher UFBA_1191 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1176","MZUFBA","1193","MZUFBA1193","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher UFBA_1193 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1177","MZUFBA","1194","MZUFBA1194","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher UFBA_1194 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1180","MZUFBA","1198","MZUFBA1198","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher UFBA_1198 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1181","MZUFBA","1199","MZUFBA1199","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher UFBA_1199 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1182","MZUFBA","1208","MZUFBA1208","Synallaxis","cinerea",NA,"cytb","Synallaxis cinerea voucher UFBA_1208 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA1184","LGEMA","1170","LGEMA1170","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_1170 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1185","LGEMA","1177","LGEMA1177","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_1177 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1186","LGEMA","1181","LGEMA1181","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_1181 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1188","LGEMA","2988","LGEMA2988","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_2988 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1189","LGEMA","1285","LGEMA1285","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_1285 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1192","LGEMA","2054","LGEMA2054","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_2054 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1194","LGEMA","2068","LGEMA2068","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_2068 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1197","LGEMA","11419","LGEMA11419","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_11419 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1198","LGEMA","12022","LGEMA12022","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_12022 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1199","LGEMA","12036","LGEMA12036","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_12036 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1200","LGEMA","12037","LGEMA12037","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_12037 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1201","LGEMA","15591","LGEMA15591","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15591 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1202","LGEMA","12048","LGEMA12048","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_12048 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1203","LGEMA","12056","LGEMA12056","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_12056 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1204","LGEMA","13011","LGEMA13011","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_13011 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1205","LGEMA","13013","LGEMA13013","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_13013 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1207","LGEMA","13018","LGEMA13018","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_13018 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1208","LGEMA","13021","LGEMA13021","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_13021 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1209","MNRJ","79","MNRJ79","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher MNRJ_79 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1211","MNRJ","254","MNRJ254","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher MNRJ_254 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1212","MNRJ","255","MNRJ255","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher MNRJ_255 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1213","MNRJ","256","MNRJ256","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher MNRJ_256 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1214","MNRJ","257","MNRJ257","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher MNRJ_257 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1215","MNRJ","290","MNRJ290","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher MNRJ_290 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1216","MNRJ","292","MNRJ292","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher MNRJ_292 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1218","LGEMA","14530","LGEMA14530","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14530 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1219","LGEMA","14537","LGEMA14537","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14537 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1220","LGEMA","14545","LGEMA14545","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14545 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1221","LGEMA","14580","LGEMA14580","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14580 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1222","LGEMA","14587","LGEMA14587","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14587 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1223","LGEMA","14589","LGEMA14589","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14589 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1225","LGEMA","14612","LGEMA14612","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14612 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1226","LGEMA","14651","LGEMA14651","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14651 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1227","LGEMA","14655","LGEMA14655","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14655 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1229","LGEMA","14689","LGEMA14689","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_14689 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1231","LGEMA","15751","LGEMA15751","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15751 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1232","LGEMA","15752","LGEMA15752","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15752 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1238","ZMUC","144765","ZMUC144765","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher ZMUC_144765 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1239","LGEMA","15394","LGEMA15394","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15394 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1240","LGEMA","15395","LGEMA15395","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15395 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1241","LGEMA","15397","LGEMA15397","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15397 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1242","LGEMA","15449","LGEMA15449","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15449 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1243","LGEMA","15467","LGEMA15467","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15467 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1244","LGEMA","15469","LGEMA15469","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15469 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1245","LGEMA","15489","LGEMA15489","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15489 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1246","LGEMA","15494","LGEMA15494","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15494 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA1247","LGEMA","15400","LGEMA15400","Synallaxis","ruficapilla",NA,"nd2","Synallaxis ruficapilla voucher LGEMA_15400 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
