accession,museum_code,specimen_id,specimen_id_original,voucher,taxon,genus,species,subspecies,otu,locality,province,country,locus,database,reference,longitude,latitude,elevation_m
FJ183925,MCP,983,MCP 983,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Santo Antônio, municipality of São Francisco de Paula, RS, Brazil",NA,NA,cytb,GenBank,pulido-santacruz-et-al-2016,-50.3392,-29.487778,NA
FJ183926,MCP,984,MCP 984,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Santo Antônio, municipality of São Francisco de Paula, RS, Brazil",NA,NA,cytb,GenBank,pulido-santacruz-et-al-2016,-50.3392,-29.487778,NA
FJ183927,MCP,985,MCP 985,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Santo Antônio, municipality of São Francisco de Paula, RS, Brazil",NA,NA,cytb,GenBank,pulido-santacruz-et-al-2016,-50.3392,-29.487778,NA
FJ183935,MCP,1170,MCP 1170,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra da Boa União, municipality of Três Forquilhas, RS, Brazil",NA,NA,cytb,GenBank,pulido-santacruz-et-al-2016,-50.1158,-29.387778,NA
FJ183922,MCP,987,MCP 987,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Umbu, municipality of Maquiné, RS, Brazil",NA,NA,cytb,GenBank,pulido-santacruz-et-al-2016,-50.3239,-29.505,NA
FJ183923,MCP,988,MCP 988,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Umbu, municipality of Maquiné, RS, Brazil",NA,NA,cytb,GenBank,pulido-santacruz-et-al-2016,-50.3239,-29.505,NA
FJ183914,MCP,2006,MCP 2006,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro do Inglês, Serra da Ouricana, municipality of Boa Nova, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-40.1528,-14.388056,NA
FJ183910,MCP,2007,MCP 2007,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-39.3403,-15.167222,NA
KP200786,MCP,2008,MCP 2008,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-39.3403,-15.167222,NA
KP200787,MCP,2009,MCP 2009,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-39.3403,-15.167222,NA
KP200788,MCP,2012,MCP 2012,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-39.3403,-15.167222,NA
FJ183911,MCP,2013,MCP 2013,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-39.3403,-15.167222,NA
FJ183909,MCP,2005,MCP 2005,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Pote, municipality of Iguaí, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-40.1192,-14.650278,NA
KP200785,MCP,2003,MCP 2003,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Rio Preto , municipality of Iguaí, BA, Brazil (paratype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-40.1933,-14.630278,NA
FJ183908,MCP,2004,MCP 2004,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Rio Preto, municipality of Iguaí, BA, Brazil (holotype of S. gonzagai)",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-40.1933,-14.630278,NA
KP200790,MCP,1995,MCP 1995,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro da Caledônia, municipality of Nova Friburgo, RJ, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-42.5636,-22.355,NA
KP200791,MCP,1996,MCP 1996,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro da Caledônia , municipality of Nova Friburgo, RJ, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-42.5636,-22.355,NA
KP200789,MCP,1994,MCP 1994,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra São Bernardo , municipality of Nova Friburgo, RJ, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-42.4514,-22.342222,NA
FJ183869,MCP,1172,MCP 1172,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"road to Marmelópolis , municipality of Delfim Moreira, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-45.2033,-22.544444,NA
FJ183870,MCP,1173,MCP 1173,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"road to Marmelópolis , municipality of Delfim Moreira, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-45.2033,-22.544444,NA
KP200797,MCP,2047,MCP 2047,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Pico do Selado , Monte Verde, municipality of Camanducaia, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-46.0286,-22.885556,NA
KP200799,MCP,2048,MCP 2048,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Pico do Selado , Monte Verde, municipality of Camanducaia, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-46.0286,-22.885556,NA
FJ183913,MCP,1723,MCP 1723,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra da Vargem Grande , municipality of Divino, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-42.0714,-20.521111,NA
KP200795,MCP,2049,MCP 2049,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Lopo , municipality of Extrema, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-46.3175,-22.888056,NA
KP200792,MCP,2050,MCP 2050,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Lopo , municipality of Extrema, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-46.3175,-22.888056,NA
KP200796,MCP,2474,MCP 2474,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Lopo , municipality of Extrema, MG, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-46.3175,-22.888056,NA
KP200798,MCP,1997,MCP 1997,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Registro, municipality of Resende, RJ, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.7622,-22.376111,NA
KP200794,MCP,1998,MCP 1998,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Registro , municipality of Resende, RJ, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.7622,-22.376111,NA
KP200793,MCP,1999,MCP 1999,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Registro , municipality of Resende, RJ, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.7622,-22.376111,NA
FJ183848,MCP,1177,MCP 1177,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Pico dos Marins, on the border of Marmelópolis and Piquete municipalities, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-45.1322,-22.5,NA
KP200801,MCP,2051,MCP 2051,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Mato Limpo , municipality of Cunha, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.8619,-23.161667,NA
KP200805,MCP,1989,MCP 1989,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Ribeirão do Barreiro headwaters, near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.6325,-22.694444,NA
KP200802,MCP,1990,MCP 1990,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.6325,-22.694444,NA
KP200803,MCP,1991,MCP 1991,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.6325,-22.694444,NA
KP200800,MCP,1992,MCP 1992,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-44.6325,-22.694444,NA
KP200804,MCP,1988,MCP 1988,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Sertão Grande , municipality of Cunha, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-45.1269,-23.228333,NA
KP200848,MCP,2174,MCP 2174,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.6361,-24.397222,NA
KP200852,MCP,2175,MCP 2175,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.6361,-24.397222,NA
KP200849,MCP,2176,MCP 2176,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.6361,-24.397222,NA
KP200834,MCP,2177,MCP 2177,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.6361,-24.397222,NA
FJ183901,MCP,2040,MCP 2040,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
FJ183902,MCP,2041,MCP 2041,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
KP200835,MCP,2168,MCP 2168,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
KP200853,MCP,2169,MCP 2169,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
KP200841,MCP,2170,MCP 2170,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
KP200844,MCP,2171,MCP 2171,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
KP200845,MCP,2172,MCP 2172,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
KP200851,MCP,2173,MCP 2173,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.1728,-24.384167,NA
KP200850,MCP,2261,MCP 2261,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Ribeirão Vermelho, near Jurupará dam, municipality of Piedade, SP, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-47.4017,-23.946667,NA
FJ183916,MCP,2042,MCP 2042,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"highway BR 277 – Serra de São Luís do Purunã, municipality of Campo Largo, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.6428,-25.456944,NA
KP200854,MCP,2068,MCP 2068,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Faxina road, São Luis do Purunã, municipality of Balsa Nova, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.6914,-25.439722,NA
FJ183906,MCP,2038,MCP 2038,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Galpão das Almas, near RioTibagi headwaters, on the border of Palmeira and Ponta Grossa municipalities, PR, Brazi",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.8472,-25.289722,NA
KP200840,MCP,2039,MCP 2039,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Galpão das Almas, near Rio Tibagi headwaters, on the border of Palmeira and Ponta Grossa municipalities, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.8472,-25.289722,NA
KP200846,NA,140,Sample 140,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Thalia, municipality of Balsa Nova, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.67,-25.516111,NA
KP200836,MCP,2527,MCP 2527,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"João 23, municipality of Tunas do Paraná, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.7908,-24.9875,NA
KP200838,MCP,2525,MCP 2525,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro do Cal , municipality of Campo Largo, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.5528,-25.386944,NA
KP200847,NA,141,Sample 141,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro Três Irmãos , municipality of Campo Largo, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.5511,-25.351944,NA
KP200843,MCP,2163,MCP 2163,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"5 km north of São Luis do Purunã , municipality of Campo Largo, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.7164,-25.426667,NA
KP200839,MCP,2523,MCP 2523,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra da Bocaina , municipality of Bocaiúva do Sul, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.0125,-25.061667,NA
KP200837,MCP,2524,MCP 2524,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Serra da Bocaina, municipality of Bocaiúva do Sul, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.0125,-25.061667,NA
FJ183898,MCP,1738,MCP 1738,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Sítio Curucaca, municipality of Tibagi, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-50.2414,-24.588056,NA
FJ183907,MCP,2037,MCP 2037,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Sítio Curucaca, municipality of Tibagi, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-50.2414,-24.588056,NA
KP200842,MCP,2162,MCP 2162,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Viaduto da Santa , BR 277, near Fazenda Thalia, municipality of Balsa Nova, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.655,-25.4725,NA
KP200807,MCP,2065,MCP 2065,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Cerro do Leão , Serra da Boa Esperança, municipality of Irati, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-50.9836,-25.574444,NA
KP200806,NA,122,Sample 122,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"near Rio Claro headwaters, Serra da Boa Esperança, municipality of Mallet, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-51.0078,-25.796944,NA
FJ183850,MCP,1106,MCP 1106,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"highway BR 153, municipality of General Carneiro, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-51.4181,-26.536389,NA
KP200814,MHNCI,5984,MHNCI5984,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Bugre, municipality of Balsa Nova, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.6522,-25.485,NA
KP200811,MCP,2211,MCP 2211,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Capivari Grande, Serra do Capivari, on the border of Antonina and Campina Grande do Sul municipalities",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.8208,-25.1325,NA
FJ183863,MCP,1175,MCP 1175,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Coqueiro, municipality of Campina Grande do Sul, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.6533,-25.117222,NA
FJ183864,MCP,1176,MCP 1176,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Coqueiro, municipality of Campina Grande do Sul, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.6533,-25.117222,NA
FJ183899,MCP,1739,MCP 1739,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Corvo, Serra da Graciosa, municipality of Quatro Barras, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9175,-25.339167,NA
FJ183892,MCP,2225,MCP 2225,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Corvo, Serra da Graciosa, municipality of Quatro Barras, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9175,-25.339167,NA
KP200867,NA,143,Sample 143,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.7411,-24.866944,NA
KP200868,NA,144,Sample 144,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.7411,-24.866944,NA
KP200869,NA,145,Sample 145,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.7411,-24.866944,NA
KP200870,NA,146,Sample 146,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"near Fazenda Primavera , municipality of Tunas do Paraná",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.7647,-24.885556,NA
KP200809,MCP,2526,MCP 2526,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"João 23, municipality of Tunas do Paraná, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.7908,-24.9875,NA
KP200826,MCP,2531,MCP 2531,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Mananciais da Serra, municipality of Piraquara, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9725,-25.481944,NA
KP200784,MCP,2067,MCP 2067,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro do Cristo municipality of Balsa Nova, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.6389,-25.473333,NA
KP200812,MCP,1735,MCP 1735,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9569,-25.890833,NA
EU479675,MCP,1736,MCP 1736,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9569,-25.890833,NA
FJ183903,MCP,2000,MCP 2000,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9569,-25.890833,NA
KP200817,MCP,2031,MCP 2031,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9569,-25.890833,NA
FJ183905,MCP,2032,MCP 2032,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9569,-25.890833,NA
FJ183904,MCP,2033,MCP 2033,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9569,-25.890833,NA
KP200818,NA,123,Sample 123,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"near Rio Claro headwaters, Serra da Boa Esperança, municipality of Mallet, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-51.0078,-25.796944,NA
KP200810,MCP,2528,MCP 2528,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Rio Saracura, Cerro das Flores, municipality of Bocaiúva do Sul, PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.7944,-25.039444,NA
KP200808,NA,124,Sample 124,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Torre da Prata, Serra da Prata, on the border of Guaratuba and Morretes municipalities PR, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.6914,-25.623611,NA
KP200823,MCP,2429,MCP 2429,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Cerro do Galo, municipality of Porto União, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-51.0975,-26.435,NA
KP200821,MCP,2431,MCP 2431,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Cerro do Galo, municipality of Porto União, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-51.0975,-26.435,NA
KP200819,MCP,2430,MCP 2430,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Córrego Saltinho, Fazenda Serraria Grande, municipality of Caçador, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-51.3203,-26.718333,NA
KP200831,MHNCI,5967,MHNCI5967,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Cerro Verde, municipality of São Cristovão do Sul, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-50.2997,-27.285556,NA
KP200827,MCP,2166,MCP 2166,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Papagaio, municipality of Bom Jardim da Serra, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.6547,-28.568611,NA
KP200829,MCP,2167,MCP 2167,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda Papagaio, municipality of Bom Jardim da Serra, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-49.6547,-28.568611,NA
KP200824,MCP,2433,MCP 2433,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda São Pedro, municipality of Calmon, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-50.8969,-26.563333,NA
KP200822,MCP,2432,MCP 2432,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Fazenda São Roque, municipality of Santa Cecília, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-50.5092,-26.695833,NA
KP200820,NA,139,Sample 139,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro do Baú, municipality of Ilhota, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-48.9322,-26.799444,NA
KP200832,MCP,2066,MCP 2066,NA,bird,Scytalopus,speluncae,NA,Scytalopus speluncae,"Morro do Funil, Serra Geral, on the boundary of Mirim Doce, Otacílio Costa, Ponte Alta, and Pouso Redondo municipalities, SC, Brazil",NA,NA,nd2,GenBank,pulido-santacruz-et-al-2016,-50.1286,-27.273611,NA
